 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
OQ310C2   C_MBS_C0201_P0402__100NF/16V/100NF/16V MBS_C0201_P0402      6015.00   9060.00   152.781   230.124 270 N
OQ310C3   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5990.00   9285.00   152.146   235.839 270 N
OR200     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            9345.00    615.00   237.363    15.621 270 N
OR201     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8520.00    720.00   216.408    18.288 90  N
OR202     R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8800.00    765.00   223.520    19.431 0   N
OR204     R_MBS_R0402_33OHM/33Ohm  MBS_R0402            8800.00    677.00   223.520    17.196 0   N
OR210     R_MBS_R0402_2MOHM/2MOHM  MBS_R0402            7715.00    535.00   195.961    13.589 270 N
OR211     R_MBS_R0402_1KOHM/1KOhm  MBS_R0402            7750.00    535.00   196.850    13.589 90  N
OR217     R_MBS_R0402_10KOHM/10KOhm MBS_R0402            1065.00   1440.00    27.051    36.576 270 N
OR218     R_MBS_R0402_10KOHM/10KOhm MBS_R0402            1065.00   1340.00    27.051    34.036 90  N
OR301     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            5655.00   9285.00   143.637   235.839 270 N
OR302     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            4960.00   9385.00   125.984   238.379 180 N
OR303     R_MBS_R0603_2.7KOHM/2.7KOhm MBS_R0603            5290.00   9390.00   134.366   238.506 90  N
OR304     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            4960.00   9430.00   125.984   239.522 180 N
OR311     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            6060.00   9285.00   153.924   235.839 270 N
OR312     R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            5945.00   9060.00   151.003   230.124 270 N
OR313     R_MBS_R0603_2.7KOHM/2.7KOhm MBS_R0603            5935.00   9285.00   150.749   235.839 270 N
OR314     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            5980.00   9060.00   151.892   230.124 270 N
OR402     R_MBS_R0603_4.7KOHM/4.7KOhm MBS_R0603            1170.00   9065.00    29.718   230.251 180 N
OR403     R_MBS_R0603_4.7KOHM/4.7KOhm MBS_R0603            1170.00   9015.00    29.718   228.981 180 N
OR404     R_MBS_R0603_4.7KOHM/4.7KOhm MBS_R0603            1015.00   2430.00    25.781    61.722 270 N
OR405     R_MBS_R0603_4.7KOHM/4.7KOhm MBS_R0603            1065.00   2430.00    27.051    61.722 270 N
OR406     R_MBS_R0603_33OHM/33Ohm  MBS_R0603             995.00   9275.00    25.273   235.585 0   N
OR407     R_MBS_R0603_33OHM/33Ohm  MBS_R0603             995.00   9015.00    25.273   228.981 0   N
OR760     R_MBS_R0402_33OHM/33Ohm  MBS_R0402            3745.00   1820.00    95.123    46.228 180 N
OR761     R_MBS_R0603_100KOHM/100KOhm MBS_R0603            3855.00   1840.00    97.917    46.736 270 N
OR762     R_MBS_R0603_100KOHM/100KOhm MBS_R0603            3825.00   1915.00    97.155    48.641 0   N
OR763     R_MBS_R0603_10KOHM/10KOhm MBS_R0603             655.00   2280.00    16.637    57.912 180 N
OR764     R_MBS_R0805_0OHM/0Ohm    MBS_R0805            3670.00   2095.00    93.218    53.213 0   N
OR765     R_MBS_R0805_0OHM/0Ohm    MBS_R0805            3670.00   2030.00    93.218    51.562 0   N
OR769     R_MBS_R0603_10KOHM/10KOhm MBS_R0603            3825.00   1965.00    97.155    49.911 180 N
OR771     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1170.00   1440.00    29.718    36.576 90  N
OR772     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1250.00   1440.00    31.750    36.576 90  N
OR773     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1290.00   1440.00    32.766    36.576 90  N
OR774     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1290.00   1250.00    32.766    31.750 90  N
OR775     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1330.00   1340.00    33.782    34.036 90  N
OR777     R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1365.00   1440.00    34.671    36.576 90  N
OR779     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             900.00   1340.00    22.860    34.036 90  N
OR780     R_MBS_R0402_0OHM/0Ohm    MBS_R0402             935.00   1340.00    23.749    34.036 90  N
OR2001    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            9020.00    830.00   229.108    21.082 0   N
OR2002    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8555.00    630.00   217.297    16.002 90  N
OR2003    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8555.00    720.00   217.297    18.288 270 N
OR8069    R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402             975.00   1434.00    24.765    36.424 270 N
OR8070    R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402             975.00   1340.00    24.765    34.036 270 N
OR8152    R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            1505.00   1415.00    38.227    35.941 180 N
OR8153    R_MBS_R0402_DISCRETE_1KOHM/1KOhm MBS_R0402            1330.00   1250.00    33.782    31.750 90  N
OR8154    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1210.00   1250.00    30.734    31.750 90  N
OR8155    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1210.00   1340.00    30.734    34.036 270 N
OR8156    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1505.00   1502.00    38.227    38.151 180 N
OR8157    R_MBS_R0402_0OHM/0Ohm    MBS_R0402            1400.00   1440.00    35.560    36.576 270 N
ORN202    4R8PS_MBS_4R8P0603_1KOHM/1KOHM MBS_4R8P0603         8800.00    590.00   223.520    14.986 270 N
ORN203    4R8PS_MBS_4R8P0603_33OHM/33OHM MBS_4R8P0603         9245.00    615.00   234.823    15.621 0   N
OTC1      C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8940.00    276.00   227.076     7.010 90  N
OTR1      THERMISTOR_MBS_R0402_10KOHM/10KOHM MBS_R0402            8980.00    276.00   228.092     7.010 270 N
OU1       NCT6798D_B_S_QFP_128P_16_630X63/NCT6798D-B S_QFP_128P_16_630X630   1090.00   2010.00    27.686    51.054 90  N
OU1C1     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1505.00   1740.00    38.227    44.196 180 N
OU1C24    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1505.00   2095.00    38.227    53.213 180 N
OU1C46    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1110.00   2435.00    28.194    61.849 270 N
OU1C60    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             955.00   2525.00    24.257    64.135 90  N
OU1C62    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402             840.00   2435.00    21.336    61.849 270 N
OU1C65    C_MBS_C0402_0.01UF/16V/0.01UF/16V MBS_C0402             765.00   2297.00    19.431    58.344 0   N
OU1C85    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             655.00   1925.00    16.637    48.895 0   N
OU1C99    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             770.00   1715.00    19.558    43.561 180 N
OU1C108   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402             975.00   1550.00    24.765    39.370 90  N
OU1C110   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1115.00   1550.00    28.321    39.370 90  N
OU1C120   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1405.00   1550.00    35.687    39.370 90  N
OU1C246   C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            1154.00   2435.00    29.312    61.849 90  N
OU1C260   C_MBS_C0603_10UF/6.3V/10UF/6.3V MBS_C0603            1025.00   2525.00    26.035    64.135 0   N
OU1C262   C_MBS_C0603_4.7UF/6.3V/4.7UF/6.3V MBS_C0603             765.00   2450.00    19.431    62.230 180 N
OU1C285   C_MBS_C0603_10UF/6.3V/10UF/6.3V MBS_C0603             655.00   1880.00    16.637    47.752 180 N
OU1C299   C_MBS_C0603_10UF/6.3V/10UF/6.3V MBS_C0603             655.00   1649.00    16.637    41.885 180 N
OU1C310   C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            1114.00   1446.00    28.296    36.728 90  N
PC1000    C_MBS_C0603_DISCRETE_2.2UF/6.3V/2.2UF/6.3V MBS_C0603            5218.00   8541.00   132.537   216.941 270 N
PC1001    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5270.00   8436.00   133.858   214.274 270 N
PC1002    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            5710.00   8856.00   145.034   224.942 0   N
PC1003    C_MBS_C0603_DISCRETE_0.47UF/16V/0.47UF/16V MBS_C0603            4795.00   8686.00   121.793   220.624 180 N
PC1004    C_MBS_C0402_DISCRETE_22PF/50V/22PF/50V MBS_C0402            5530.00   8576.00   140.462   217.830 0   N
PC1005    C_MBS_C0402_DISCRETE_22PF/50V/22PF/50V MBS_C0402            5530.00   8616.00   140.462   218.846 0   N
PC1006    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5530.00   8696.00   140.462   220.878 180 N
PC1007    C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402            5620.00   8736.00   142.748   221.894 0   N
PC1008    C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402            5620.00   8771.00   142.748   222.783 0   N
PC1009    C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402            5620.00   8806.00   142.748   223.672 0   N
PC1010    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5050.00   8951.00   128.270   227.355 0   N
PC1011    C_MBS_C0402_DISCRETE_47PF/50V/47PF/50V MBS_C0402            5160.00   8541.00   131.064   216.941 270 N
PC1020    C_MBS_C0402_DISCRETE_1000PF/50V/1000PF/50V MBS_C0402            5600.00   8966.00   142.240   227.736 270 N
PC1021    C_MBS_C0402_DISCRETE_150PF/50V/150PF/50V MBS_C0402            5510.00   8896.00   139.954   225.958 90  N
PC1022    C_MBS_C0402_DISCRETE_82PF/50V/82PF/50V MBS_C0402            5640.00   8896.00   143.256   225.958 270 N
PC1023    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            5510.00   8966.00   139.954   227.736 90  N
PC1030    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5285.00   9086.00   134.239   230.784 270 N
PC1031    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5245.00   9011.00   133.223   228.879 90  N
PC1032    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5165.00   9011.00   131.191   228.879 90  N
PC1033    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5160.00   9086.00   131.064   230.784 270 N
PC1034    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5085.00   9011.00   129.159   228.879 90  N
PC1035    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4970.00   9011.00   126.238   228.879 0   N
PC1040    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5440.00   8436.00   138.176   214.274 270 N
PC1041    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5475.00   8436.00   139.065   214.274 90  N
PC1042    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            5328.00   8541.00   135.331   216.941 270 N
PC1043    C_MBS_C0402_DISCRETE_150PF/50V/150PF/50V MBS_C0402            5387.00   8561.00   136.830   217.449 180 N
PC1044    C_MBS_C0402_DISCRETE_1000PF/50V/1000PF/50V MBS_C0402            5385.00   8416.00   136.779   213.766 0   N
PC1045    C_MBS_C0402_DISCRETE_82PF/50V/82PF/50V MBS_C0402            5415.00   8251.00   137.541   209.575 90  N
PC1046    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5195.00   8346.00   131.953   211.988 90  N
PC1047    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5215.00   8416.00   132.461   213.766 180 N
PC1048    C_MBS_C0402__0.047UF/16V/0.047UF/16V MBS_C0402            5475.00   8541.00   139.065   216.941 270 N
PC1049    C_MBS_C0402__0.047UF/16V/0.047UF/16V MBS_C0402            5215.00   8456.00   132.461   214.782 180 N
PC1051    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1735.00   9230.00    44.069   234.442 180 N
PC1052    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1735.00   9090.00    44.069   230.886 180 N
PC1053    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1735.00   9130.00    44.069   231.902 180 N
PC1054    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2135.00   9130.00    54.229   231.902 0   N
PC1101    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2045.00   6891.00    51.943   175.031 0   N
PC1105    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            3210.00   8966.00    81.534   227.736 270 N
PC1109    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2090.00   7621.00    53.086   193.573 0   N
PC1115    C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            3210.00   6356.00    81.534   161.442 90  N
PC1116    C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            3210.00   6066.00    81.534   154.076 90  N
PC1121    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            2340.00   7791.00    59.436   197.891 90  N
PC1122    C_MBS_C0603_470PF/16V/470PF/16V MBS_C0603            2181.37   6778.00    55.407   172.161 270 N
PC1124    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            2180.00   6331.00    55.372   160.807 270 N
PC1126    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2280.00   7931.00    57.912   201.447 270 N
PC1128    C_MBS_C0603_2200PF/50V/2200PF/50V MBS_C0603            2270.00   6876.00    57.658   174.650 0   N
PC1132    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            3660.00   8861.00    92.964   225.069 180 N
PC1133    C_MBS_C0603_470PF/16V/470PF/16V MBS_C0603            3540.00   8861.00    89.916   225.069 0   N
PC1135    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            3205.00   8861.00    81.407   225.069 180 N
PC1137    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            3850.00   9091.00    97.790   230.911 0   N
PC1139    C_MBS_C0603_2200PF/50V/2200PF/50V MBS_C0603            3780.00   8751.00    96.012   222.275 270 N
PC1141    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            2545.00   7531.00    64.643   191.287 90  N
PC1143    C_MBS_C0603_470PF/16V/470PF/16V MBS_C0603            2181.37   7508.00    55.407   190.703 270 N
PC1145    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            2181.00   7061.00    55.397   179.349 270 N
PC1147    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2470.00   7676.00    62.738   194.970 270 N
PC1149    C_MBS_C0603_2200PF/50V/2200PF/50V MBS_C0603            2270.00   7611.00    57.658   193.319 0   N
PC1300    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            4800.00   9101.00   121.920   231.165 0   N
PC1301    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            4195.00   8966.00   106.553   227.736 270 N
PC1317    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            4630.00   8891.00   117.602   225.831 180 N
PC1318    C_MBS_C0603_470PF/16V/470PF/16V MBS_C0603            4520.00   8891.00   114.808   225.831 0   N
PC1319    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            4035.00   8856.00   102.489   224.942 180 N
PC1320    C_MBS_C0603_2200PF/50V/2200PF/50V MBS_C0603            4580.00   8766.00   116.332   222.656 270 N
PC1501    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            2515.00   5226.00    63.881   132.740 90  N
PC1504    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2270.00   5206.00    57.658   132.232 0   N
PC1505    C_MBS_C0402_DISCRETE_33PF/50V/33PF/50V MBS_C0402            2495.00   5096.00    63.373   129.438 270 N
PC1506    C_MBS_C0402_DISCRETE_3300PF/50V/3300PF/50V MBS_C0402            2495.00   5006.00    63.373   127.152 270 N
PC1507    C_MBS_C0402__33PF/50V/33PF/50V MBS_C0402            2535.00   5096.00    64.389   129.438 90  N
PC1508    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2370.00   5376.00    60.198   136.550 90  N
PC1510    C_MBS_C0603_22UF/6.3V/22UF/6.3V MBS_C0603            2765.00   5306.00    70.231   134.772 0   N
PC1512    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2045.00   6161.00    51.943   156.489 0   N
PC1513    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            2080.00   5546.00    52.832   140.868 0   N
PC1515    C_MBS_C0603_470PF/16V/470PF/16V MBS_C0603            2181.00   6046.00    55.397   153.568 270 N
PC1516    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            2180.00   5601.00    55.372   142.265 270 N
PC1517    C_MBS_C0603_2200PF/50V/2200PF/50V MBS_C0603            2270.00   6146.00    57.658   156.108 0   N
PC1518    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2400.00   5111.00    60.960   129.819 180 N
PC1519    C_MBS_C0402__0.047UF/16V/0.047UF/16V MBS_C0402            2400.00   5076.00    60.960   128.930 180 N
PC1520    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            7517.00   3400.00   190.932    86.360 180 N
PC1521    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            2615.00   5096.00    66.421   129.438 90  N
PC1522    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            2425.00   5376.00    61.595   136.550 270 N
PC1523    C_MBS_C0402_47PF/50V/47PF/50V MBS_C0402            7505.00   3480.00   190.627    88.392 180 N
PC1524    C_MBS_C0402_47PF/50V/47PF/50V MBS_C0402            7730.00   3480.00   196.342    88.392 0   N
PC1525    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            2290.00   5096.00    58.166   129.438 270 N
PC1526    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2420.00   5006.00    61.468   127.152 90  N
PC1600    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            3725.00   4160.00    94.615   105.664 270 N
PC1601    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            3760.00   4160.00    95.504   105.664 270 N
PC1602    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            3825.00   4485.00    97.155   113.919 0   N
PC1603    C_MBS_C0402__0.1UF/16V/0.1UF/16V MBS_C0402            3995.00   4305.00   101.473   109.347 270 N
PC1604    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4125.00   4305.00   104.775   109.347 270 N
PC1605    C_MBS_C0402_220PF/50V/220PF/50V MBS_C0402            4155.00   4105.00   105.537   104.267 0   N
PC1606    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4300.00   3960.00   109.220   100.584 180 N
PC1608    C_MBS_C0603_DISCRETE_2.2UF/6.3V/2.2UF/6.3V MBS_C0603            4295.00   4075.00   109.093   103.505 270 N
PC1609    C_MBS_C0402_220PF/50V/220PF/50V MBS_C0402            4155.00   4190.00   105.537   106.426 0   N
PC1610    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            4265.00   4201.00   108.331   106.705 0   N
PC1611    C_MBS_C0402_1000PF/50V/1000PF/50V MBS_C0402            4230.00   3995.00   107.442   101.473 0   N
PC1612    C_MBS_C0805_10UF/16V/10UF/16V MBS_C0805            4405.00   3856.00   111.887    97.942 180 N
PC1613    C_MBS_C0805_10UF/16V/10UF/16V MBS_C0805            4405.00   3921.00   111.887    99.593 180 N
PC1614    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            4405.00   3979.00   111.887   101.067 0   N
PC1615    C_MBS_C0603__22UF/6.3V/22UF/6.3V MBS_C0603            4470.00   4610.00   113.538   117.094 90  N
PC1616    C_MBS_C0603__22UF/6.3V/22UF/6.3V MBS_C0603            4358.00   4610.00   110.693   117.094 90  N
PC1617    C_MBS_C0603__22UF/6.3V/22UF/6.3V MBS_C0603            4406.00   4610.00   111.912   117.094 90  N
PC1618    C_MBS_C0603__22UF/6.3V/22UF/6.3V MBS_C0603            4297.00   4610.00   109.144   117.094 90  N
PC1622    C_MBS_C0402__0.1UF/16V/0.1UF/16V MBS_C0402            2595.00   4475.00    65.913   113.665 180 N
PC1623    C_MBS_C0402_10PF/50V/10PF/50V MBS_C0402            2475.00   4770.00    62.865   121.158 180 N
PC1700    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5910.00   3975.00   150.114   100.965 270 N
PC1701    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            6110.00   3975.00   155.194   100.965 270 N
PC1702    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            6000.00   3975.00   152.400   100.965 270 N
PC1703    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2520.00   3850.00    64.008    97.790 180 N
PC1704    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            2445.00   3850.00    62.103    97.790 0   N
PC1705    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            5055.00   4500.00   128.397   114.300 0   N
PC1706    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            5070.00   4424.00   128.778   112.370 270 N
PC1707    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            4955.00   4551.00   125.857   115.595 0   N
PC1708    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            4960.00   4637.00   125.984   117.780 0   N
PC1711    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4926.00   4383.00   125.120   111.328 0   N
PC1712    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4720.00   4580.00   119.888   116.332 0   N
PC1713    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4840.00   4425.00   122.936   112.395 180 N
PC1714    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            5020.00   4424.00   127.508   112.370 270 N
PC1715    C_MBS_C0402_33PF/50V/33PF/50V MBS_C0402            5270.00   4489.00   133.858   114.021 0   N
PC1716    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            5055.00   4551.00   128.397   115.595 180 N
PC2000    C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            8480.00   9250.00   215.392   234.950 180 N
PC2001    C_MBS_C0805_10UF/16V/10UF/16V MBS_C0805            9060.00   8820.00   230.124   224.028 180 N
PC2002    C_MBS_C0603_DISCRETE_1000PF/50V/1000PF/50V MBS_C0603            8890.00   8145.00   225.806   206.883 0   N
PC2003    C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            8625.00   9165.00   219.075   232.791 0   N
PC2004    C_MBS_C0603__10UF/6.3V/10UF/6.3V MBS_C0603            8630.00   7375.00   219.202   187.325 90  N
PC2005    C_MBS_C0402_0.01UF/16V/0.01UF/16V MBS_C0402            8315.00   9100.00   211.201   231.140 180 N
PC2006    C_MBS_C0402_0.022UF/16V/0.022UF/16V MBS_C0402            8315.00   9140.00   211.201   232.156 180 N
PC2007    C_MBS_C0402_3300PF/50V/3300PF/50V MBS_C0402            8195.00   9135.00   208.153   232.029 0   N
